,name,rating_star,total_reviews,old_price,new_price,website_link
124,"POCO F5 5G (Snowstorm White, 256 GB) (12 GB RAM)",5.0 / 5 ,2,"₹39,999","₹31,980",https://www.amazon.in//POCO-Snowstorm-White-256-RAM/dp/B0C5X4H1N4/ref=sr_1_77?keywords=mobile&qid=1698091412&s=electronics&sr=1-77
125,"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display",4.2 / 5 ,"42,949","₹14,999","₹12,999",https://www.amazon.in//Redmi-Note-Pebble-Grey-Storage/dp/B086977TR6/ref=sr_1_78?keywords=mobile&qid=1698091412&s=electronics&sr=1-78
126,"iQOO Z7s 5G by vivo (Pacific Night, 8GB RAM, 128GB Storage) | Ultra Bright AMOLED Display | Snapdragon 695 5G 6nm Processor | 64 MP OIS Ultra Stable Camera | 44WFlashCharge",4.1 / 5 ,"10,185","₹24,999","₹16,999",https://www.amazon.in//iQOO-Pacific-Snapdragon-Processor-44WFlashCharge/dp/B07WGPKSG8/ref=sr_1_79?keywords=mobile&qid=1698091412&s=electronics&sr=1-79
127,"Oppo A78 5G (Glowing Blue, 8GB RAM, 128 Storage) | 5000 mAh Battery with 33W SUPERVOOC Charger| 50MP AI Camera | 90Hz Refresh Rate | with No Cost EMI/Additional Exchange Offers",4.2 / 5 ,"2,306","₹21,999","₹18,999",https://www.amazon.in//Oppo-Glowing-SUPERVOOC-Additional-Exchange/dp/B082F2T5PQ/ref=sr_1_80?keywords=mobile&qid=1698091412&s=electronics&sr=1-80
128,"Motorola G54 5G (Pearl Blue, 12GB RAM, 256GB Storage)",2.9 / 5 ,7,"₹21,990","₹21,990",https://www.amazon.in//Motorola-Pearl-Blue-256GB-Storage/dp/B0CJ6YK27F/ref=sr_1_81?keywords=mobile&qid=1698091412&s=electronics&sr=1-81
129,"vivo Y17s (Forest Green, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",unknown,unknown,"₹15,999","₹11,499",https://www.amazon.in//Forest-Storage-Additional-Exchange-Offers/dp/B07WGNDGNF/ref=sr_1_82?keywords=mobile&qid=1698091412&s=electronics&sr=1-82
130,"Pixel 7a 5G (Sea, 8GB RAM, 128GB Storage)",unknown,unknown,"₹43,999","₹42,990",https://www.amazon.in//Pixel-Sea-8GB-128GB-Storage/dp/B0CJMB7HVQ/ref=sr_1_83?keywords=mobile&qid=1698091412&s=electronics&sr=1-83
131,"Samsung Galaxy M14 5G (Berry Blue,4GB,128GB)|50MP Triple Cam|Segment's Only 6000 mAh 5G SP|5nm Processor|2 Gen. OS Upgrade & 4 Year Security Update|12GB RAM with RAM Plus|Android 13|Without Charger",4.0 / 5 ,"9,851","₹17,990","₹11,990",https://www.amazon.in//Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCWLJHK/ref=sr_1_84?keywords=mobile&qid=1698091412&s=electronics&sr=1-84
132,"realme 9i 5G (Rocking Black, 4GB RAM, 64GB Storage)",3.8 / 5 ,46,"₹17,999","₹15,989",https://www.amazon.in//realme-9i-5G-Rocking-Storage/dp/B0BBQXFKVH/ref=sr_1_85?keywords=mobile&qid=1698091412&s=electronics&sr=1-85
133,"Micromax in 2C (Silver, 32 GB)  (3 GB RAM)",3.4 / 5 ,67,"₹9,499","₹5,999",https://www.amazon.in//Micromax-2C-Silver-32-RAM/dp/B0B1QHLJN9/ref=sr_1_86?keywords=mobile&qid=1698091412&s=electronics&sr=1-86
134,"TECNO Pova 5 Pro 5G (Dark Illusion, 8GB RAM,128GB Storage)| Segment 1st 68W Ultra Fast Charging | 50MP AI Dual Camera | India's 1st Multi-Colored Backlit ARC Interface | 6.78”FHD+ Dot-in Display",3.9 / 5 ,"1,290","₹14,999","₹14,999",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NDYxMjUzMjA1ODczNjYwOjE2OTgwOTE0MTI6c3BfbXRmOjMwMDAzODk1MTY3NzgzMjo6MDo6&url=%2FIllusion-Storage-Charging-Multi-Colored-Interface%2Fdp%2FB0CC2ZZ9M2%2Fref%3Dsr_1_87_sspa%3Fkeywords%3Dmobile%26qid%3D1698091412%26s%3Delectronics%26sr%3D1-87-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
135,"IKALL S2 Smartphone with 21MP Camera (6.8"" HD Display, 6GB, 128GB Storage) (Purple)",2.8 / 5 ,8,"₹11,999","₹9,489",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NDYxMjUzMjA1ODczNjYwOjE2OTgwOTE0MTI6c3BfbXRmOjMwMDA0OTEyMjU4MDIzMjo6MDo6&url=%2FIKALL-S2-Smartphone-Display-Storage%2Fdp%2FB0CGRP13L3%2Fref%3Dsr_1_88_sspa%3Fkeywords%3Dmobile%26qid%3D1698091412%26s%3Delectronics%26sr%3D1-88-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
136,"Samsung Galaxy M34 5G (Midnight Blue,8GB,256GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger",3.9 / 5 ,"5,155","₹28,499","₹20,999",https://www.amazon.in//Samsung-Midnight-sAMOLED-Display-Security/dp/B0CHJ4LQGV/ref=sr_1_89?keywords=mobile&qid=1698091412&s=electronics&sr=1-89
137,"Samsung Galaxy M34 5G (Midnight Blue,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger",3.9 / 5 ,"5,155","₹25,999","₹18,499",https://www.amazon.in//Samsung-Midnight-sAMOLED-Display-Security/dp/B0C7C2FCY5/ref=sr_1_90?keywords=mobile&qid=1698091412&s=electronics&sr=1-90
138,"Samsung Galaxy M13 (Stardust Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",4.1 / 5 ,"28,441","₹17,999","₹11,199",https://www.amazon.in//Samsung-Stardust-Storage-6000mAh-Battery/dp/B0B4F2ZWL3/ref=sr_1_91?keywords=mobile&qid=1698091412&s=electronics&sr=1-91
139,"Nokia C12 Pro Android Smartphone, Dual SIM, All Day Battery Life, 6GB RAM, 4GB RAM + 2GB Virtual RAM, Android 12 Go Edition | Purple",3.1 / 5 ,92,"₹9,199","₹7,099",https://www.amazon.in//Nokia-Android-Smartphone-Battery-Virtual/dp/B0C3HZ1GVB/ref=sr_1_92?keywords=mobile&qid=1698091412&s=electronics&sr=1-92
140,"Nokia 106 Dual Sim, Keypad Phone with Built-in UPI Payments App, Long-Lasting Battery, Wireless FM Radio & MP3 Player, and MicroSD Card Slot | Red",3.9 / 5 ,"9,594","₹1,899","₹1,648",https://www.amazon.in//Nokia-106-Payments-Long-Lasting-Wireless/dp/B0CBMGH56K/ref=sr_1_93?keywords=mobile&qid=1698091412&s=electronics&sr=1-93
141,"realme C55 (Sunshower 6GB RAM, 64GB Storage)",4.0 / 5 ,256,"₹13,999","₹10,778",https://www.amazon.in//realme-C55-Sunshower-64GB-Storage/dp/B0BZDSGDC1/ref=sr_1_94?keywords=mobile&qid=1698091412&s=electronics&sr=1-94
142,"(Renewed) Realme C11 (Rich Grey, 32 GB) (2 GB RAM)",3.1 / 5 ,40,"₹9,999","₹4,999",https://www.amazon.in//Renewed-Realme-C11-Rich-Grey/dp/B08H4SS669/ref=sr_1_95?keywords=mobile&qid=1698091412&s=electronics&sr=1-95
143,"Vivo T2x 5G (Marine Blue, 128 GB) (6 GB RAM)",4.1 / 5 ,84,unknown,unknown,https://www.amazon.in//Vivo-T2x-Marine-Blue-128/dp/B07WHQY9SB/ref=sr_1_96?keywords=mobile&qid=1698091412&s=electronics&sr=1-96
144,"Redmi Note 10S (Frost White, 6GB RAM, 128GB Storage) - Super Amoled Display | 64 MP Quad Camera | 33W Charger Included",4.2 / 5 ,"213,839","₹18,999","₹16,499",https://www.amazon.in//Redmi-Note-Frost-White-128GB/dp/B0948M5DZW/ref=sr_1_97?keywords=mobile&qid=1698091412&s=electronics&sr=1-97
145,"realme X3 SuperZoom (Glacier Blue, 256 GB) (12 GB RAM)",3.4 / 5 ,11,"₹34,999","₹21,490",https://www.amazon.in//Realme-SuperZoom-Glacier-Blue-256/dp/B08DFN2FR3/ref=sr_1_98?keywords=mobile&qid=1698091412&s=electronics&sr=1-98
146,"TECNO POP 7 Pro (Uyuni Blue, 2GB RAM,64GB Storage) | Type C Port | 12MP Dual Camera | Up to 4GB RAM with Memory Fusion",3.8 / 5 ,583,"₹7,999","₹5,799",https://www.amazon.in//Tecno-Storage-Camera-Memory-Fusion/dp/B0BTLKLGNT/ref=sr_1_99?keywords=mobile&qid=1698091412&s=electronics&sr=1-99
147,"TECNO Camon 19 Neo (Dreamland Green, 6GB RAM, 128GB Storage)|48MP Super Night Rear Camera|32MP Selfie Camera",3.7 / 5 ,295,"₹18,499","₹8,999",https://www.amazon.in//Tecno-Camon-19-Neo-Dreamland/dp/B0B56XYXLS/ref=sr_1_100?keywords=mobile&qid=1698091412&s=electronics&sr=1-100
148,Redmi 12 5G Jade Black 6GB RAM 128GB ROM,3.7 / 5 ,"3,368","₹17,999","₹13,499",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NDYxMjUzMjA1ODczNjYwOjE2OTgwOTE0MTI6c3BfYnRmOjMwMDAyODA1ODgzNTIzMjo6MDo6&url=%2FRedmi-Jade-Black-6GB-128GB%2Fdp%2FB0C9JFWBH7%2Fref%3Dsr_1_101_sspa%3Fkeywords%3Dmobile%26qid%3D1698091412%26s%3Delectronics%26sr%3D1-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
149,"IKALL Z3 4G Smartphone (4GB, 64GB (Octa Core Processor, 4G Volte, Dual Sim) (Green)",5.0 / 5 ,2,"₹9,999","₹5,690",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NDYxMjUzMjA1ODczNjYwOjE2OTgwOTE0MTI6c3BfYnRmOjMwMDA2NDYwNTMyMjEzMjo6MDo6&url=%2FIKALL-Z3-Smartphone-Processor-Volte%2Fdp%2FB0CJV39CH5%2Fref%3Dsr_1_102_sspa%3Fkeywords%3Dmobile%26qid%3D1698091412%26s%3Delectronics%26sr%3D1-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
